ID	ALIGNMENT	COGID	COGIDS	CONCEPT	DOCULECT	FORM	VALUE	TOKENS	MORPHEMES	COMMENT	SOURCE	PROTO_SET	ENTRY_IN_SOURCE	CONCEPT_IN_SOURCE	UNCERTAIN_COGNACY
6767	w a s a	417		species of monkey	Yawanawa	wasa		w a s a		None		§472	Yaw wasa ‘macaco de cheiro’		None
6768	w a s - - ( - - - - )	418		to sweep	Proto-Panoan	was		w a s		None	Oliveira2014	§473	*was ‘varrer;;  ciscar’ :		None
6769	β a s - ã́/ã ( - - - - )	418		to sweep	Kakataibo	βasã́-		β a s ã́/ã		None		§473	Ksh βasã́- ‘rascar como lo hace la gallina’		None
6770	w a s - ã́/ã ( - - - - )	418		to sweep	ShipiboKonibo	wasã́-		w a s ã́/ã		None		§473	SK wasã́- ‘frotar’		None
6771	w a s - a ( + k i n )	418		to sweep	Kapanawa	wasa-kin		w a s a + k i n		None	Loos1998	§473	Kp wasa-kin ‘barrer;;  limpiar’ (LOOS; LOOS;; 1998)		None
6772	w a s i a ( - - - - )	669		to sweep	Chakobo	wasia		w a s i a		None	Zingg1998	§473	Ch **wasia ‘barrer’ (ZINGG;; 1998)		?
6773	w a s - a ( - - - - )	418		to sweep	Amawaka	wasa-		w a s a		II		§473	A wasa- II ‘suavizar (la tierra);;  rastrillar’		None
6774	b a s - ã ( - - - - )	418		to sweep	Kaxinawa	basã-		b a s ã		None		§473	Kn basã- ‘hozar;; como lo hace el cerdo;; escarbar;; como lo hace el perro’		None
6775	ɸ á/a s - ã ( - - - - )	418		to sweep	Marinawa	ɸásã-		ɸ á/a s ã		None		§473	M ɸásã-		None
6776	β e s k a ( - - - - )	418		to sweep	Korubo	βeska		β e s k a		None		§473	Ko βeska ‘varrer’		None
6777	b e s k a ( + k i n )	418		to sweep	Matis	beska-kin		b e s k a + k i n		None		§473	Mt beska-kin ‘varrer’		None
6778	b e s k a ( - - - - )	418		to sweep	Mayoruna	besˈka		b e s k a		None		§473	My beska [besˈka] ‘barrer’		None
6779	w a s ( - ) i ( - )	419		grass	Proto-Panoan	wasi		w a s i		None	Oliveira2014	§474	*wasi ‘erva’ :		None
6780	β a s ( - ) i ( - )	419		grass	Kakataibo	βasi		β a s i		None		§474	Ksh βasi		None
6781	w á/a s ( - ) i ( - )	419		grass	ShipiboKonibo	wási		w á/a s i		None		§474	SK wási, wasín ‘esp. de hierba’ (LORIOT; LAURIAULT; DAY;; 1993)		None
6782	w a s ( - ) !í/i ( n )	419		grass	ShipiboKonibo	wasín		w a s !í/i n		None	Loriot1993	§474	SK wási, wasín ‘esp. de hierba’ (LORIOT; LAURIAULT; DAY;; 1993)		None
6783	w a s ( - ) i ( - )	419		grass	Kapanawa	wasi		w a s i		None		§474	Kp wasi		None
6784	w a s ( - ) i ( - )	419		grass	Marubo	ˈwasi		w a s i		None	Anonby2010	§474	Mar ˈwasi ‘erva;;  capim’ (ANONBY; HOLBROOK;; 2010)		None
6785	w a s ( - ) i ( - )	419		grass	Chakobo	wasi		w a s i		None		§474	Ch wasi		None
6786	w a s ( a ) i ( - )	419		grass	Kaxarari	waˈsai		w a s a i		None	Sousa2004	§474	Kax waˈsai ‘capim’ (SOUSA;; 2004)		None
6787	ɸ a s ( - ) i ( - )	419		grass	Yaminawa	ɸasi		ɸ a s i		None		§474	Yam ɸasi ‘hierba’		None
6788	w a s ( - ) i ( - )	419		grass	Shanenawa	wasi		w a s i		None		§474	Shan wasi ‘capim’		None
6789	w a s ( - ) i ( - )	419		grass	Katukina	wasi		w a s i		None		§474	Kat wasi ‘capim’		None
6790	w a s ( - ) !í/i ( - )	419		grass	Amawaka	wasí_I		w a s !í/i		None		§474	A wasí I		None
6791	ɸ a s ( - ) i ( - )	419		grass	Marinawa	ɸasi		ɸ a s i		None		§474	M ɸasi		None
6792	b a s ( - ) i ( - )	419		grass	Kaxinawa	basi		b a s i		None		§474	Kn basi		None
6793	w a s ( - ) i ( - )	419		grass	Yawanawa	uasi		w a s i		None		§474	Yaw uasi ‘capim’		None
6794	w a s ( - ) i ( n )	419		grass	Mayoruna	waˈsin		w a s i n		None		§474	My uasin [waˈsin] ‘pasto;;  hierba’, uesin [weˈsin] ‘hierba;;  pasto (pronúncia alternativa)’		None
6795	w e s ( - ) i ( n )	419		grass	Mayoruna	weˈsin		w e s i n		None		§474	My uasin [waˈsin] ‘pasto;;  hierba’, uesin [weˈsin] ‘hierba;;  pasto (pronúncia alternativa)’		None
6796	w a s rⁿ o rⁿ ( - )	420		spider web	Proto-Panoan	was[n]o[n]		w a s rⁿ o rⁿ		None	Oliveira2014	§475	*was[n]o[n] ‘teia de aranha’ :		None
6797	β a s k ṍ - -	594		spider web	Kakataibo	βaskṍ		β a s k ṍ		None		§475	Ksh **βaskṍ ‘telaraña’		1
6798	w a s n ṍ - ( - )	420		spider web	ShipiboKonibo	wasnṍ		w a s n ṍ		None		§475	SK wasnṍ ‘telaraña’		None
6799	w a s n õ - ( - )	420		species of spider	Marubo	wasnõ		w a s n õ		None	Cesarino2008	§475	Mar wasnõ ‘aranha’ (CESARINO;; 2008)		None
6800	β a s n o n ( a )	420		spider web	Chakobo	βasnona		β a s n o n a		None		§475	Ch βasnona		None
6801	w a s n õ - ( - )	420		spider web	Amawaka	wasnõ		w a s n õ		None		§475	A wasnõ ‘araña;;  telaraña’		None
6802	b a s n ɨ - ( - )	420		species of spider	Kaxinawa	basnɨ		b a s n ɨ		None		§475	Kn basnɨ ‘araña’, basnu ‘neblina espesa;;  niebla’		None
6803	b a s n u - ( - )	420		spider web	Kaxinawa	basnu		b a s n u		None		§475	Kn basnɨ ‘araña’, basnu ‘neblina espesa;;  niebla’		None
6804	w a ʂ ( - ) m ɨ rⁿ ( - )	421		cotton	Proto-Panoan	waʂmɨ[n]		w a ʂ m ɨ rⁿ		None	Oliveira2014	§476	*waʂmɨ[n] ‘algodão’ :		None
6805	w a ʂ ( - ) m ɨ - ( - )	421		cotton	ShipiboKonibo	waʂmɨ		w a ʂ m ɨ		None		§476	SK waʂmɨ		None
6806	w a ʂ ( - ) m !ɨ́/ɨ n ( - )	421		cotton	Kapanawa	waʂmɨ́́n		w a ʂ m !ɨ́/ɨ n		None		§476	Kp waʂmɨ́́n		None
6807	w a ʂ ( - ) m ɨ̃ - ( - )	421		cotton	Marubo	waʂmɨ̃		w a ʂ m ɨ̃		None	Cesarino2008	§476	Mar waʂmɨ̃ (CESARINO;; 2008), ˈwaʃma (ANONBY; HOLBROOK;; 2010)		None
6808	w a ʃ ( - ) m a - ( - )	421		cotton	Marubo	ˈwaʃma		w a ʃ m a		None	Anonby2010	§476	Mar waʂmɨ̃ (CESARINO;; 2008), ˈwaʃma (ANONBY; HOLBROOK;; 2010)		None
6809	w a ʂ ( - ) m !ɨ́/ɨ n ( ɨ )	421		cotton	Chakobo	waʂmɨ́́nɨ		w a ʂ m !ɨ́/ɨ n ɨ		None		§476	Ch waʂmɨ́́nɨ, waʂmɨ ‘algodón’		None
6810	w a ʂ ( - ) m ɨ - ( - )	421		cotton	Chakobo	waʂmɨ		w a ʂ m ɨ		None		§476	Ch waʂmɨ́́nɨ, waʂmɨ ‘algodón’		None
6811	w a ʃ ( i ) m a n ( - )	421		cotton	Katukina	waʃiman		w a ʃ i m a n		None		§476	Kat waʃiman		None
6812	w a ʃ - m ɨ n -	697		cotton	Korubo	waʃmɨn		w a ʃ m ɨ n		None		§476	Ko **waʃmɨn ‘nome de mulher’		1
6813	w ɨ ( - )	422		verbal imperative suffix	Proto-Panoan	-wɨ		w ɨ		None	Oliveira2014	§477	*-wɨ ‘sufixo verbal imperativo’ :		None
6814	- ɨ ( - )	696		cotton	Kakataibo	-ɨ		ɨ		usado en las citas de historias antiguas		§477	Ksh **-ɨ  (usado en las citas de historias antiguas)		1
6815	w ɨ ( - )	422		verbal imperative suffix	ShipiboKonibo	-wɨ		w ɨ		None		§477	SK -wɨ		None
6816	w ɨ ( - )	422		verbal imperative suffix	Kapanawa	-wɨ		w ɨ		None		§477	Kp -wɨ		None
6817	w ɨ ( - )	422		verbal imperative suffix	Marubo	-wɨ		w ɨ		None	Kennell1978	§477	Mar -wɨ ‘modo imperativo’ (KENNEL JR.;; 1978)		None
6818	w ɨ ( - )	422		verbal imperative suffix	Chakobo	-wɨ		w ɨ		None		§477	Ch -wɨ		None
6819	w ɨ ( - )	422		verbal imperative suffix	Kaxarari	wɨ		w ɨ		None		§477	Kax wɨ ‘imperativo (VALENZUELA; OLIVEIRA;; 2012)		None
6820	ɸ ɨ ( - )	422		verbal imperative suffix	Yaminawa	-ɸɨ		ɸ ɨ		None		§477	Yam -ɸɨ ‘imperativo’		None
6821	w ɨ ( - )	422		verbal imperative suffix	Sharanawa	-wɨ		w ɨ		None		§477	Shar -wɨ, wɨn ‘imperativo’		None
6822	w ɨ ( n )	422		verbal imperative suffix	Sharanawa	wɨn		w ɨ n		None		§477	Shar -wɨ, wɨn ‘imperativo’		None
6823	w ɨ ( - )	422		verbal imperative suffix	Shanenawa	-wɨ		w ɨ		None		§477	Shan -wɨ ‘imperativo’		None
6824	w ɨ ( - )	422		verbal imperative suffix	Katukina	wɨ		w ɨ		None	Mendes1996	§477	Kat wɨ ~ wɨ̃ ‘imperativo’ (MENDES;; 1998)		None
6825	w ɨ ( - )	422		verbal imperative suffix	Kaxinawa	-wɨ		w ɨ		None		§477	Kn -wɨ		None
6826	w ɨ ( - )	422		verbal imperative suffix	Marinawa	-wɨ		w ɨ		None		§477	M -wɨ		None
6827	w ɨ ( - )	422		verbal imperative suffix	Yawanawa	-wɨ		w ɨ		None		§477	Yaw -wɨ ‘imperativo’		None
6828	w ɨ a - ( - - - - - )	423		igarapé	Proto-Panoan	wɨa		w ɨ a		None	Oliveira2014	§478	*wɨa ‘igarapé (?)’ :		None
6829	w ɨ !á/a - ( - - - - - )	423		branch of tree	ShipiboKonibo	wɨá		w ɨ !á/a		None		§478	SK wɨá ‘riachuelo’		None
6830	w ɨ á/a n ( + ʔ a n i )	423		igarapé	Kapanawa	wɨán_ʔani		w ɨ á/a n + ʔ a n i		None		§478	Kp wɨán ʔani ‘riachuelo grande’		None
6831	t ɨ - ã - ( - - - - - - - )	718		igarapé	Marubo	tɨã		t ɨ ã		None		§478	Mar **tɨã ‘igarapé (CABRAL; OLIVEIRA;; 2010)		1
6832	t ɨ n a n ( + - a n i p a )	717		igarapé	Katukina	tɨnan_anipa		t ɨ n a n + a n i p a		None		§478	Kat **tɨnan anipa ‘igarapé grande’		1
6833	( - - - - - ) w ɨ ts a ( - )	424		other	Proto-Panoan	wɨts[a]		w ɨ ts a		None	Oliveira2014	§479	*wɨts[a] ‘outro’ :		None
6834	( - - - - - ) β ɨ ts i ( - )	424		other	Kakataibo	βɨtsi		β ɨ ts i		None		§479	Ksh βɨtsi		None
6835	( - - - - - ) w ɨ ts a ( - )	424		other	ShipiboKonibo	wɨtsa		w ɨ ts a		None		§479	SK wɨtsa		None
6836	( - - - - - ) w ɨ ts a ( - )	424		other	Kapanawa	wɨtsa		w ɨ ts a		None		§479	Kp wɨtsa		None
6837	( - - - - - ) w ɨ ts a ( - )	424		other	Marubo	ˈwɨtsa		w ɨ ts a		None	Anonby2010	§479	Mar ˈwɨtsa (ANONBY; HOLBROOK;; 2010)		None
6838	( - - - - - ) w ɨ ts a ( - )	424		other	Chakobo	wɨtsa		w ɨ ts a		None		§479	Ch wɨtsa		None
6839	( - - - - - ) ɸ ɨ ts a ( - )	424		other	Yaminawa	ɸɨtsa		ɸ ɨ ts a		None	Faust2002	§479	Yam ɸɨtsa ‘otro’ (FAUST; LOOS;; 2002)		None
6840	( - - - - - ) ɸ ɨ ts a ( - )	424		other	Sharanawa	ɸɨtsa		ɸ ɨ ts a		None		§479	Shar ɸɨtsa ‘otro’		None
6841	( β a ɾ i + ) w i ts a ( n )	424		other	Katukina	βaɾi-witsan		β a ɾ i + w i ts a n		None		§479	Kat βaɾi-witsan ‘outro dia’		None
6842	( - - - - - ) w ɨ ts a ( - )	424		other	Amawaka	wɨtsa_I		w ɨ ts a		None		§479	A wɨtsa I		None
6843	( - - - - - ) b ɨ ts a ( - )	424		other	Kaxinawa	bɨtsa		b ɨ ts a		None		§479	Kn bɨtsa		None
6844	( - - - - - ) ɸ ɨ ts a ( - )	424		other	Marinawa	ɸɨtsa		ɸ ɨ ts a		None		§479	M ɸɨtsa		None
6845	( - - - - - ) w ɨ ts a ( - )	424		other	Yawanawa	wɨˈtsa		w ɨ ts a		None	Souza2013	§479	Yaw wɨtsa [wɨˈtsa] (SOUZA;; 2013)		None
6846	( - - - - - ) w ɨ ts i ( - )	424		other	Matis	wɨtsi		w ɨ ts i		None		§479	Mt wɨtsi ‘outro’		None
6847	( - - - - - ) - u ts i ( - )	424		other	Mayoruna	utsi		u ts i		None		§479	My utsi ‘outro’		None
6848	w ɨ s t i ( - - - )	426		one	Proto-Panoan	wɨsti		w ɨ s t i		None	Oliveira2014	§480	*wɨsti ‘um (numeral)’ :		None
6849	w ɨ s t !í/i ( o r a )	426		one	ShipiboKonibo	wɨstíora		w ɨ s t !í/i o r a		None		§480	SK wɨstíora		None
6850	w ɨ s t !í/i ( - - - )	426		one	Kapanawa	wɨstí		w ɨ s t !í/i		None		§480	Kp wɨstí ‘uno’		None
6851	w ɨ s t i ( s i ʔ )	426		one	Marubo	wɨsˈtisiʔ		w ɨ s t i s i ʔ		None	Boutle1964	§480	Mar wɨstisi [wɨsˈtisiʔ] ‘um’ (BOUTLE;; 1964)		None
6852	w ɨ s t i ( - - - )	426		one	Chakobo	wɨsti		w ɨ s t i		None		§480	Ch wɨsti, wɨstita ‘solo;;  uno’ (ZINGG;; 1998), wɨstita		None
6853	w ɨ s t i ( t a - )	426		one	Chakobo	wɨstita		w ɨ s t i t a		None	Zingg1998	§480	Ch wɨsti, wɨstita ‘solo;;  uno’ (ZINGG;; 1998), wɨstita		None
6854	w ɨ s t i ( t a - )	426		one	Chakobo	wɨstita		w ɨ s t i t a		None		§480	Ch wɨsti, wɨstita ‘solo;;  uno’ (ZINGG;; 1998), wɨstita		None
6855	w ɨ s p i ( - - - )	426		one	Kaxarari	wɨspi		w ɨ s p i		None	Valenzuela2012	§480	Kax wɨspi ‘um’ (VALENZUELA; OLIVEIRA;; 2012)		None
6856	ɸ ɨ s t i ( - - - )	426		one	Chaninawa	ɸɨsti		ɸ ɨ s t i		None		§480	Chan ɸɨsti		None
6857	ɸ ɨ s t i ( - - - )	426		one	Sharanawa	ɸɨsti		ɸ ɨ s t i		None		§480	Shar ɸɨsti ‘uno’		None
6858	w i s t i ( - - - )	426		one	Shanenawa	wisti		w i s t i		None		§480	Shan wisti ‘um’		None
6859	w ɨ s t i ( - - - )	426		one	Katukina	wɨsti		w ɨ s t i		None		§480	Kat wɨsti ‘um’		None
6860	- - s t i ( i - - )	426		one	Amawaka	-stii		s t i i		None		§480	A -stii		None
6861	b ɨ s t i ( - - - )	426		one	Kaxinawa	bɨsti		b ɨ s t i		None		§480	Kn bɨsti ‘solamente’, bɨstitʃa		None
6862	b ɨ s t i ( tʃ a - )	426		one	Kaxinawa	bɨstitʃa		b ɨ s t i tʃ a		None		§480	Kn bɨsti ‘solamente’, bɨstitʃa		None
6863	ɸ ɨ s t i ( - - - )	426		one	Marinawa	ɸɨsti		ɸ ɨ s t i		None		§480	M ɸɨsti		None
6864	u ɨ s t i ( - - - )	426		one	Yawanawa	uɨsti		u ɨ s t i		None		§480	Yaw uɨsti ‘um’		None
6865	w i ʔ t a ʂ ɨ ( - - - ) - ( - - )	427		cinnamon, lower part of leg	Proto-Panoan	wiʔtaʂɨ		w i ʔ t a ʂ ɨ		None	Oliveira2014	§481	*wiʔtaʂɨ ‘canela;;  parte inferior da perna’ :		None
6866	- i - t !á/a ʂ - ( - - - ) - ( - - )	427		cinnamon, lower part of leg	Kakataibo	itáʂ		i t !á/a ʂ		None		§481	Ksh itáʂ		None
6867	w i - t !á/a ʂ - ( - - - ) - ( - - )	427		cinnamon, lower part of leg	ShipiboKonibo	witáʂ		w i t !á/a ʂ		None		§481	SK witáʂ		None
6868	w i ʔ t !á/a ʂ - ( - - - ) - ( - - )	427		cinnamon, lower part of leg	Kapanawa	wiʔtáʂ		w i ʔ t !á/a ʂ		None		§481	Kp wiʔtáʂ		None
6869	- i - t a ʂ ɨ ( - - - ) - ( - - )	427		cinnamon, lower part of leg	Marubo	iˈtaʂɨ		i t a ʂ ɨ		None	Cabral2010	§481	Mar itaʂɨ [iˈtaʂɨ] ‘canela’ (CABRAL; OLIVEIRA;; 2010)		None
6870	ɸ i - t a ʂ - ( - - - ) - ( - - )	427		thigh	Yaminawa	ɸitaʂ		ɸ i t a ʂ		None	Faust2002	§481	Yam ɸitaʂ ‘pierna’ (FAUST; LOOS;; 2002)		None
6871	w i - t a ʃ - ( + d a ) b ( i - )	427		cinnamon, lower part of leg	Chaninawa	witaʃ_dabi		w i t a ʃ + d a b i		None		§481	Chan witaʃ dabi ‘pantorrilla’		None
6872	ɸ i - t a ʂ i ( - - - ) - ( - - )	427		cinnamon, lower part of leg	Sharanawa	ɸitaʂi		ɸ i t a ʂ i		None		§481	Shar ɸitaʂi, ɸitaʂin ‘espinilla;;  canilla’		None
6873	ɸ i - t a ʂ i ( n - - ) - ( - - )	427		cinnamon, lower part of leg	Sharanawa	ɸitaʂin		ɸ i t a ʂ i n		None		§481	Shar ɸitaʂi, ɸitaʂin ‘espinilla;;  canilla’		None
6874	- i - t a ʃ - ( + p u ) s ( t u )	427		cinnamon, lower part of leg	Katukina	itaʃ_pustu		i t a ʃ + p u s t u		None		§481	Kat itaʃ pustu ‘músculo da perna’		None
6875	w i - t a x - ( - - - ) - ( - - )	427		cinnamon, lower part of leg	Amawaka	witax_I		w i t a x		None		§481	A witax I		None
6876	b i - t a ʂ - ( - - - ) - ( - - )	427		cinnamon, lower part of leg	Kaxinawa	bitaʂ		b i t a ʂ		None		§481	Kn bitaʂ		None
6877	ɸ !í/i - t a ʂ ɨ ( - - - ) - ( - - )	427		cinnamon, lower part of leg	Marinawa	ɸítaʂɨ		ɸ !í/i t a ʂ ɨ		None		§481	M ɸítaʂɨ		None
6878	β i - t a ʃ - ( - - - ) - ( - - )	427		cinnamon, lower part of leg	Yawanawa	βitaʃ		β i t a ʃ		None		§481	Yaw βitaʃ ‘perna’		None
6879	w i - a ( - - )	428		smell	Proto-Panoan	wia		w i a		None	Oliveira2014	§482	*wia ‘cheiro’ :		None
6880	- i - a ( - - )	428		smell	Kakataibo	ia		i a		None		§482	Ksh ia ‘olor de pez’		None
6881	w i - a ( - - )	428		smell	ShipiboKonibo	wia		w i a		None		§482	SK wia ‘olor gasoso de la carnes’		None
6882	w i - a ( p i )	428		smell	Kapanawa	wiapi		w i a p i		None	Loos1998	§482	Kp wiapi ‘apestar’ (LOOS; LOOS;; 1998)		None
6883	w i j a ( - - )	428		smell	Amawaka	wiya		w i j a		None		§482	A wiya		None
6884	b i - a ( - - )	428		smell	Kaxinawa	bia		b i a		None		§482	Kn bia ‘olor de pez o de sangre’		None
6885	ɸ i - a ( - - )	428		smell	Marinawa	ɸia		ɸ i a		None		§482	M ɸia		None
6886	w i rⁿ - a	429		to row	Proto-Panoan	wi[n]a-		w i rⁿ a		None	Oliveira2014	§483a	*wi[n]a- ‘remar’ :		None
6887	- i n - a	429		to row	Kakataibo	ina-		i n a		None		§483a	Ksh ina- ‘remar’		None
6888	w i n - a	429		to row	ShipiboKonibo	wina-		w i n a		None		§483a	SK wina- ‘remar’		None
6889	w i n - a	429		to row	Kapanawa	wina-		w i n a		None		§483a	Kp wina- ‘remar’		None
6890	- u ŋ k a	429		to row	Mayoruna	uŋˈka		u ŋ k a		None		§483a	My unka [uŋˈka] ‘remar’		None
6891	w i n a t i	430		oar	Proto-Panoan	winati		w i n a t i		None	Oliveira2014	§483b	*winati ‘remo’ :		None
6892	- i n a t i	430		oar	Kakataibo	inati		i n a t i		None		§483b	Ksh inati ‘canalete’		None
6893	w ɨ - - t i	430		oar	ShipiboKonibo	wɨti		w ɨ t i		None		§483b	SK wɨti ‘remo;; canalete’		None
6894	w i n - t i	430		oar	Kapanawa	winti		w i n t i		None		§483b	Kp winti ‘canalete’		None
6895	w i n a t i	430		oar	Marubo	winati		w i n a t i		None	Anonby2010	§483b	Mar winati ‘remo’ (ANONBY; HOLBROOK;; 2010)		None
6896	w ɨ - - t i	430		oar	Amawaka	wɨti_I		w ɨ t i		None		§483b	A wɨti I ‘remo;; canalete;;  paleta de madera para mezclar’		None
6897	b i n a t i	430		oar	Kaxinawa	binati		b i n a t i		None		§483b	Kn binati ‘remo;;  paleta para mezclar (para cocinar)’		None
6898	w i rⁿ - - - ( - - - - - )	431		to cry	Proto-Panoan	wi[n]-		w i rⁿ		None	Oliveira2014	§484	*wi[n]- ‘llorar’ :		None
6899	- i - - - - ( - - - - - )	431		to cry	Kakataibo	i-		i		None		§484	Ksh i- ‘llorar’		None
6900	w i n i - - ( - - - - - )	431		to cry	ShipiboKonibo	wini-		w i n i		None		§484	SK wini- ‘llorar’		None
6901	w i n i - - ( - - - - - )	431		to cry	Kapanawa	wini-		w i n i		None		§484	Kp wini- ‘lamentarse;;  llevar duelo’		None
6902	w i n i - - ( - - - - - )	431		to cry	Chakobo	wini-		w i n i		None	Zingg1998	§484	Ch wini- ‘sollozar;;  el sonido de la voz del mutún’ (ZINGG;; 1998)		None
6903	w i ʃ a h i ( - - - - - )	431		to cry	Kaxarari	wiʃahi		w i ʃ a h i		None	Valenzuela2012	§484	Kax wiʃahi ‘chorar’ (VALENZUELA; OLIVEIRA;; 2012)		None
6904	w i - a - - ( - - - - - )	431		to cry	Yaminawa	oia		w i a		None	Faust2002	§484	Yam oia (FAUST; LOOS;; 2002)		None
6905	ɸ i n i - - ( - - - - - )	431		to cry	Sharanawa	ɸini		ɸ i n i		None		§484	Shar ɸini, ɸinia ‘llorar por un muerto;;  lamentarse por un muerto’		None
6906	ɸ i n i - - ( a - - - - )	431		to cry	Sharanawa	ɸinia		ɸ i n i a		None		§484	Shar ɸini, ɸinia ‘llorar por un muerto;;  lamentarse por un muerto’		None
6907	w !í/i n i ʔ !í/i ( - - - - - )	431		to cry	Amawaka	wíniʔí		w !í/i n i ʔ !í/i		None	Hyde1980	§484	A wíniʔí ‘cantar (um pájaro)’ (HYDE;; 1980)		None
6908	w i n - - - ( - - - - - )	431		to cry	Korubo	win-		w i n		None		§484	Ko win- ‘chorar’		None
6909	w i n - - - ( - + k i n )	431		to cry	Matis	win-_kin		w i n + k i n		None		§484	Mt win- kin ‘chorar’		None
6910	w i n - - - ( - - - - - )	431		to cry	Mayoruna	win		w i n		None		§484	My uin [win] ‘llorar’		None
6911	w i n o ( - )	432		stick	Proto-Panoan	wino		w i n o		None	Oliveira2014	§485	*wino ‘borduna;;  bastão’ :		None
6912	- i n o ( - )	432		stick	Kakataibo	ino		i n o		None		§485	Ksh ino		None
6913	w i n o ( - )	432		stick	ShipiboKonibo	wino		w i n o		None		§485	SK wino		None
6914	w i n o ( - )	432		stick	Kapanawa	wino		w i n o		None		§485	Kp wino		None
6915	w i n o ( - )	432		stick	Marubo	ˈwino		w i n o		None	Cabral2010	§485	Mar wino [ˈwino] ~ [ˈwĩndʊ] ‘pau dos velhos e do pajé’ (CABRAL; OLIVEIRA;; 2010), wino ‘cajado de pupunheira’ (CESARINO;; 2008)		None
6916	w i n o ( - )	432		stick	Marubo	wino		w i n o		None	Cesarino2008	§485	Mar wino [ˈwino] ~ [ˈwĩndʊ] ‘pau dos velhos e do pajé’ (CABRAL; OLIVEIRA;; 2010), wino ‘cajado de pupunheira’ (CESARINO;; 2008)		None
6917	ɸ i n o ( - )	432		stick	Sharanawa	ɸino		ɸ i n o		None		§485	Shar ɸino, ɸinon ‘macana;;  garrote’		None
6918	ɸ i n o ( n )	432		stick	Sharanawa	ɸinon		ɸ i n o n		None		§485	Shar ɸino, ɸinon ‘macana;;  garrote’		None
6919	w i n o ( - )	432		stick	Amawaka	wino_I		w i n o		None		§485	A wino I		None
6920	b i n u ( - )	432		stick	Kaxinawa	binu		b i n u		None		§485	Kn binu		None
6921	ɸ i n o ( - )	432		stick	Marinawa	ɸino		ɸ i n o		None		§485	M ɸino		None
6922	w i rⁿ o - ( - - - - - )	433		to pass by	Proto-Panoan	wi[n]o-		w i rⁿ o		None	Oliveira2014	§486	*wi[n]o- ‘passar’ :		None
6923	- i n o - ( - - - - - )	433		to pass by	Kakataibo	ino		i n o		None		§486	Ksh ino		None
6924	w i n o - ( - - - - - )	433		to pass by	ShipiboKonibo	wino-		w i n o		None		§486	SK wino-		None
6925	w i n o - ( - - - - - )	433		to pass by	Kapanawa	wino-		w i n o		None		§486	Kp wino-		None
6926	w i n o - ( - - - - - )	433		to pass by	Chakobo	wino-		w i n o		None		§486	Ch wino-		None
6927	ɸ i n õ - ( ɸ a + k ĩ )	433		to pass by	Yaminawa	ɸinõɸa-kĩ		ɸ i n õ ɸ a + k ĩ		None	Eakin2008	§486	Yam ɸinõɸa-kĩ ‘pasar’ (EAKEN;; 2008)		None
6928	ɸ i n o - ( i n - - - )	433		to pass by	Sharanawa	ɸinoin		ɸ i n o i n		None		§486	Shar ɸinoin, ɸinoan ‘pasar una cosa o un lugar’		None
6929	ɸ i n o - ( a n - - - )	433		to pass by	Sharanawa	ɸinoan		ɸ i n o a n		None		§486	Shar ɸinoin, ɸinoan ‘pasar una cosa o un lugar’		None
6930	w i n u n ( - - - - - )	433		to pass by	Yawanawa	uinun		w i n u n		None		§486	Yaw uinun ‘vencer’		None
6931	w i n o - ( - - - - - )	433		to pass by	Amawaka	wino-		w i n o		II		§486	A wino- II		None
6932	b i n u - ( - - - - - )	433		to pass by	Kaxinawa	binu-		b i n u		None		§486	Kn binu-		None
